theori,initi state,impact,acycl,scalabl,workshop uncertainti,jensen jensen,averag run,academ,assign valu,infer belief network,achiev,program use,learn,predecessor,agreement,data,microsoft research,diagram oper,axiomat,correspond variabl,influenc diagram,approxim posterior,expect valu,inner,paramet,comput scienc depart,structur,particular case,explic,publish,uncertain,natur languag,machin,elimin,network figur,yield,london,stationari,onr,end end,messag pass,suitabl,cooper,david heckerman,experiment evalu,set parent,competit,retriev,iff,identif,captur,verlag,carri,polici maxim,inform scienc,mdp,repres,fact,dawid,lemma,bayesian,psycholog,tabl,intern journal,substanti,box,probabl distribut,finit,markov,best,belief-network,time second,sup,schein causat,schein causat predict,order node,adapt,knowledge-bas,van,littman,reward function,util,figur figur,verma pearl,standard,algorithm,govern,suffici,reason intellig,laboratori,identifi,power,plausibl,proceed intern confer,run,begin,best perform,probabilist reason intellig,inde,travers,press new,optim,quantif,gregori,outperform,semant,solver,node connect,expect,unifi framework,aistat,branch,idea,influenc diagram oper,evid variabl,intuit,network node,constraint,size,root,resourc,infer algorithm,attach,high probabl,section conclud,noisy-or,supervis,continu,subgraph,member,network model,follow lemma,case possibl,workshop,charact,use learn,output,item,loss,bayesian belief,defin,edg node,heurist,ordin,observ variabl,respond,basi,note comput,causal influenc,agent,menlo park,menlo,weight,languag,therebi,involv,ross,cognit,variabl denot,journal approxim reason,vertic,arc node,qualiti,distribut,priori,uncertainti,determinist,edu,counterpart,approxim,pearl probabilist reason,unifi,action space,meek,intellig network plausibl,belief network artifici,posterior,answer,squar,futur,arrow,variabl domain,general belief,result section,furthermor,qualit,eric,wors,log,decis analysi,primit,given evid,set state,theorem,implic,max min,distribut satisfi,diseas,depart,contain,ross shachter,set action,bacchus,form,termin,margin,spiegelhalt,contrari,ran,data generat,integ,goal,acycl graph,vector,enabl,journal approxim,approxim margin,polici valu,space complex,bold,select action,gradient,moral graph,boutili,direct acycl graph,variabl appear,network infer,contribut paper,doe,scienc foundat grant,random sampl,alto,tabl result,aaai,surpris,simpl,let let,treatment,expand,root tree,deduc,advanc neural,foundat grant,ignor,satisfact,north-holland,onlin,approach approxim,variabl given,bayesian belief network,state-of-the-art,d-separ,variabl variabl,partial observ,arc,anytim,applic decis analysi,review,state space,nation scienc,causal independ,prune,previous work,corollari,lectur note,origin network,game,enter,diverg,assumpt,cpt,use ani,portion,latent variabl,nation scienc foundat,valu set,earlier,let denot,function defin,solut,scienc engin,node path,scale,whenev,abov equat,averag,jensen lauritzen olesen,condit probabl tabl,avail,suffici statist,term,nonetheless,rate,main result,assess,diagram oper research,network base,exceed,high,belief updat,shenoy,relationship,bellman,optimist,smaller,deriv,variabl respect,goldman,nip,probabilist infer belief,easi,int,graphic structur,norm,transit probabl,impli,network repres,comput posterior,import sampl,tree node,guarante,non-neg,tri,mit press cambridg,descript,expert journal royal,associ,compat,data machin learn,data machin,mind,version,kluwer,approxim optim,intellig network,regular,finish,iii,els,remark,state agent,e-mail,acycl graph dag,order magnitud,lauritzen spiegelhalt,health,singh,recogn,valuabl,conclud,condit probabl,deduct,primari,inform theori,network plausibl,structur follow,learn problem,local comput,rockwel,kernel,method,relat work,centr,air,reduc,given figur,european,scienc foundat,learn structur,council,typic,execut,boolean,error,unfortun,hold,want,lower case,import,model structur,exponenti,follow proposit,search space,addit,search tree,function node,drive,scheme,finit set,shafer,readili,moreov,thing,artifici,network local,learner,network structur,variabl order,variabl model,algorithm includ,slower,variabl causal,slight,judg,report depart,moral,regret,set contain,proceed ieee,earli,schuurman,intellig uai,feedback,deal,follow section,mechan,kaufmann san,trend,successor,instead use,quick,valu node,present section,time complex,comput probabl,equat model,cours,sever,correl,sensit,advanc neural inform,kaufmann san mateo,particular,horizon,observ evid,cambridg univers press,eric horvitz,scientif research,varianc,object,statist data,return,knowledg,institut technolog,resp,chang,reachabl,conclus,input,choos action,way,overal,theoret result,behaviour,messag,reduct,resort,cambridg,make sens,diagram,count,accur,probabl evid,max,forward,error bar,maintain,network plausibl infer,preliminari,decis maker,axiom,algorithm perform,network algorithm,evid node,igur,grant,especi,appendix,distribut state,oper research,optim solut,uai page,wish,figur algorithm,inequ,optim valu function,play,shall,neural inform,andersen,york,proof,plausibl infer,model causal,symmetri,upper bound,global,estim,discount,chicker,foundat,markov process,paper propos,piec,practic,establish,mani,uniform,tighter,opposit,difficulti,robert,compil,depth,observ markov,springer verlag,mateo california,forc,sampl algorithm,intern confer,learn bayesian network,air forc,certain,order set,infer morgan kaufmann,partit,heurist search,criterion,invok,domain,posterior margin,knowledg represent reason,versus,variabl discret,new york,attribut,journal machin,journal machin learn,morgan kaufmann san,grid,exact,kind,instruct,adjac,choos,inferior,pick,variabl set,graph dag,matrix,proceed intern,lemma lemma,larg,explor,lauritzen olesen,vertex,match,intern journal approxim,reason intellig network,better,joint probabl,denot,node valu,learn bayesian,quantit,pomdp,artifici intellig,lectur,start state,street,elsevi scienc publish,time step,poor,infer use,stabl,parametr,graph set,grate,discount factor,remov node,algorithm comput,agre,nation,trade-off,challeng,assign probabl,second,express,neural inform process,generat,gibb sampl,weiss,rest,random variabl,contract,queue,multipli connect,said,green,break,insight,intellig,theorem theorem,distribut form,network set,permit,true fals,close form,sequenti,obey,capac,state onli,ing,hard,principl,center,examin,network use,instrument,press,technic report,state set,regardless,cpu,number step,updat probabl,advanc,network let,school,summat,strateg decis,predict,kaelbl,answer queri,despit,present paper,updat,friedman,circuit,method present,number variabl,baselin,fulli,becaus,probabl theori,veri similar,near-optim,second step,chen,consequ,simpli,speedup,log log,experi,extract,keyword,conjunct,valu state,knowledg base,element,cambridg univers,maker,applic decis,repres possibl,think,variabl case,search algorithm,node node,causal relationship,follow let,machin learn research,sampl size,train set,node correspond,sensit analysi,seen,compar algorithm,minimum,probabl graphic,ieee,decay,russel,matheson,elsevi,noth,incur,task,scienc,function approxim,san mateo california,attempt,learn algorithm,institut,memori,valuat,origin,entri,subject,artifici intellig uai,community
baixo,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,medio,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,medio,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,baixo,zero,alto,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,alto,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,medio,zero,zero,baixo,zero,medio,alto,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,medio,zero,medio,zero,zero,zero,zero,zero,medio,zero,zero,medio,zero,medio,alto,zero,zero,zero,zero,zero,alto,zero,medio,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,baixo,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,alto,baixo,alto,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,6
alto,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,alto,zero,medio,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,alto,zero,zero,medio,zero,medio,alto,zero,alto,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,alto,medio,zero,zero,zero,alto,alto,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,alto,alto,zero,zero,zero,alto,medio,zero,baixo,alto,zero,zero,zero,baixo,zero,medio,zero,zero,alto,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,alto,zero,zero,baixo,zero,zero,medio,alto,zero,zero,medio,zero,baixo,alto,zero,zero,zero,alto,zero,zero,zero,zero,zero,alto,medio,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,medio,zero,baixo,zero,zero,zero,alto,alto,zero,zero,zero,zero,zero,medio,zero,alto,zero,alto,zero,zero,alto,zero,zero,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,medio,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,baixo,zero,baixo,zero,baixo,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,alto,zero,baixo,zero,zero,zero,alto,alto,alto,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,baixo,zero,alto,zero,zero,zero,zero,medio,zero,zero,zero,medio,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,medio,alto,zero,zero,baixo,zero,zero,baixo,zero,medio,zero,zero,zero,zero,zero,zero,medio,alto,zero,zero,zero,zero,baixo,zero,zero,medio,zero,alto,zero,zero,zero,zero,zero,zero,medio,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,alto,zero,zero,zero,zero,zero,alto,zero,zero,zero,medio,zero,zero,alto,zero,zero,baixo,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,baixo,zero,baixo,zero,alto,zero,zero,zero,zero,alto,medio,zero,zero,zero,baixo,zero,alto,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,baixo,alto,zero,zero,alto,zero,zero,baixo,zero,zero,zero,zero,zero,zero,medio,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,baixo,zero,alto,zero,zero,alto,zero,zero,zero,zero,zero,medio,zero,medio,alto,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,medio,alto,alto,zero,zero,alto,medio,zero,zero,zero,zero,zero,zero,medio,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,baixo,zero,zero,zero,zero,medio,zero,medio,zero,zero,alto,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,alto,zero,zero,zero,zero,zero,zero,baixo,alto,zero,zero,medio,zero,medio,zero,medio,medio,zero,alto,zero,116
alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,medio,zero,zero,baixo,zero,zero,baixo,zero,zero,zero,medio,zero,baixo,zero,baixo,zero,zero,zero,baixo,zero,baixo,zero,zero,baixo,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,baixo,zero,zero,zero,zero,zero,baixo,baixo,zero,zero,baixo,zero,zero,zero,baixo,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,medio,zero,baixo,zero,zero,alto,zero,zero,medio,baixo,zero,zero,zero,zero,zero,baixo,zero,baixo,baixo,medio,zero,zero,zero,zero,zero,alto,zero,zero,baixo,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,baixo,zero,zero,zero,zero,zero,baixo,zero,zero,alto,zero,zero,alto,baixo,zero,zero,zero,zero,zero,zero,zero,zero,medio,medio,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,medio,baixo,baixo,zero,zero,zero,zero,zero,zero,zero,zero,alto,alto,zero,zero,zero,zero,medio,baixo,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,baixo,zero,zero,medio,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,medio,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,medio,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,baixo,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,baixo,baixo,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,medio,zero,zero,baixo,zero,zero,medio,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,alto,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,baixo,alto,zero,zero,zero,zero,zero,alto,zero,medio,medio,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,baixo,baixo,zero,zero,medio,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,medio,zero,zero,alto,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,baixo,zero,zero,zero,zero,medio,baixo,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,medio,zero,zero,zero,medio,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,alto,zero,alto,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,medio,baixo,zero,medio,baixo,zero,baixo,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,baixo,zero,zero,baixo,zero,alto,zero,zero,medio,zero,baixo,zero,151
baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,alto,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,medio,zero,zero,zero,zero,zero,zero,alto,zero,alto,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,alto,zero,alto,zero,zero,zero,zero,zero,zero,zero,baixo,zero,alto,zero,zero,medio,zero,zero,zero,medio,zero,zero,zero,alto,zero,zero,zero,zero,alto,zero,alto,zero,zero,zero,alto,zero,medio,zero,alto,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,alto,zero,alto,zero,medio,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,medio,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,medio,zero,zero,zero,zero,alto,medio,zero,medio,zero,zero,baixo,zero,zero,medio,zero,zero,zero,zero,alto,medio,alto,zero,zero,zero,zero,alto,zero,zero,medio,baixo,zero,zero,zero,zero,alto,zero,alto,alto,zero,zero,medio,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,medio,baixo,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,baixo,zero,zero,zero,zero,zero,zero,baixo,medio,medio,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,alto,alto,zero,zero,zero,zero,medio,zero,zero,baixo,zero,zero,baixo,zero,zero,zero,baixo,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,medio,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,alto,zero,zero,baixo,medio,medio,zero,zero,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,medio,zero,zero,zero,medio,baixo,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,medio,medio,alto,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,medio,zero,zero,alto,medio,zero,zero,baixo,zero,medio,baixo,alto,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,alto,medio,zero,alto,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,baixo,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,alto,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,alto,zero,alto,zero,zero,zero,medio,zero,baixo,medio,zero,zero,medio,zero,zero,alto,zero,medio,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,alto,zero,zero,medio,zero,zero,zero,zero,zero,medio,zero,medio,zero,zero,medio,zero,zero,medio,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,baixo,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,151
baixo,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,baixo,zero,baixo,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,zero,medio,alto,zero,alto,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,baixo,zero,baixo,zero,zero,baixo,medio,baixo,zero,zero,baixo,zero,alto,zero,baixo,zero,zero,baixo,medio,medio,zero,zero,zero,zero,zero,zero,medio,zero,baixo,zero,zero,alto,zero,zero,baixo,medio,zero,zero,zero,zero,zero,zero,zero,zero,baixo,medio,zero,zero,zero,zero,zero,baixo,zero,zero,medio,zero,zero,zero,alto,zero,zero,zero,baixo,zero,zero,zero,zero,alto,medio,zero,zero,baixo,zero,zero,zero,zero,zero,medio,zero,baixo,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,medio,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,medio,zero,zero,zero,zero,zero,zero,zero,zero,baixo,baixo,zero,medio,zero,zero,baixo,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,zero,zero,alto,zero,zero,zero,zero,zero,zero,baixo,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,medio,zero,zero,zero,zero,alto,zero,baixo,zero,zero,zero,zero,zero,baixo,zero,baixo,zero,zero,zero,zero,alto,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,medio,zero,zero,zero,baixo,medio,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,medio,zero,zero,zero,zero,zero,zero,baixo,zero,zero,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,medio,zero,zero,zero,zero,zero,baixo,zero,baixo,zero,zero,zero,zero,zero,medio,zero,medio,zero,zero,alto,zero,zero,zero,zero,zero,zero,zero,baixo,zero,baixo,zero,zero,zero,medio,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,baixo,zero,zero,zero,zero,zero,baixo,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,baixo,baixo,zero,baixo,baixo,zero,zero,zero,zero,alto,zero,zero,medio,alto,zero,zero,medio,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,medio,zero,baixo,zero,zero,medio,zero,zero,baixo,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,alto,zero,zero,zero,zero,zero,medio,zero,zero,zero,zero,alto,zero,medio,zero,medio,zero,zero,alto,zero,zero,baixo,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,alto,zero,medio,medio,baixo,baixo,zero,baixo,baixo,alto,zero,zero,zero,zero,zero,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,baixo,medio,alto,zero,zero,baixo,zero,zero,medio,baixo,zero,zero,baixo,zero,zero,alto,zero,zero,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,baixo,medio,baixo,zero,baixo,baixo,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,zero,medio,zero,baixo,zero,zero,zero,zero,baixo,zero,zero,zero,alto,medio,zero,zero,baixo,zero,zero,zero,zero,alto,alto,medio,zero,134
